sll0024	0.236812303	-1.319232408	-0.020564421	1.867204914	-0.639140956	-0.450060752	0.32498132
sll0031	1.557214934	-0.0702616	-1.459132296	-0.869157692	0.185686772	-0.139200134	0.794850018
sll0036	0.203233832	-0.852236903	-0.560961766	-1.463945861	0.672458217	1.400392735	0.601059745
sll0039	0.031976322	-0.944413987	-0.842596716	0.27222584	-0.271002832	-0.28748555	2.041296923
sll0040	-0.261980418	-1.263482145	-0.00988218	-1.276126664	0.907633365	1.13938134	0.764456701
sll0045	1.132296808	-0.686944889	-0.457304169	-0.528247686	1.332255854	-1.309607728	0.51755181
sll0048	0.341224534	-0.383306215	-0.690957066	-1.538346201	0.126298279	1.609228437	0.535858232
sll0060	-0.003987771	-0.696354307	-0.036886095	2.143790505	-0.804149638	-0.513066318	-0.089346376
sll0062	-0.345864614	1.926727897	-0.056392621	-1.411319998	0.297333127	-0.190450797	-0.220032994
sll0063	-0.274121247	1.361431154	-1.705920664	-0.674301172	0.241755934	0.744215802	0.306940192
sll0067	0.44078788	0.746450044	-0.614564086	-1.335814502	0.353906428	1.404084268	-0.994850032
sll0069	0.247596707	-0.910696811	-0.014758058	2.101849207	-0.55733077	-0.484181366	-0.38247891
sll0071	-0.134522313	0.559989463	-1.275785353	-1.411183785	0.375232052	0.688732358	1.197537579
sll0086	0.090190061	-0.791829373	-0.875320146	-0.435035732	0.395017937	-0.40520072	2.022177973
sll0088	0.076002171	-0.926234967	-0.831819572	-1.003911975	0.338843615	0.640997434	1.706123295
sll0098	0.751505039	-0.222043351	-0.193534239	-1.736003268	1.512475327	-0.199160656	0.086761147
sll0135	0.539115943	0.641319257	-0.334976569	-1.907813957	1.128396795	0.334838035	-0.400879505
sll0147	0.534784319	-0.712048436	0.299482644	1.299993119	-1.286746881	-1.00646235	0.870997585
sll0148	-0.199364919	0.906283375	-1.46317237	0.556751854	1.356960299	-0.87610264	-0.281355601
sll0149	0.295728038	1.034681164	-1.440727291	-0.922863807	1.361323064	-0.102555194	-0.225585973
sll0154	-0.113701812	-0.264616082	-0.978102107	-1.107372888	0.616690706	1.831265562	0.015836622
sll0156	1.296644651	-1.557543622	-0.837585969	0.961708387	0.401224138	0.055379731	-0.319827317
sll0157	1.145735739	0.582868257	-1.544212486	-0.820459685	0.999418236	0.153704955	-0.517055017
sll0162	0.172809825	-0.669512636	-0.958764013	1.965950392	0.488078991	-0.520676636	-0.477885923
sll0163	0.972968619	-0.572826305	-0.969372518	1.122350557	0.871428968	-0.099172136	-1.325377185
sll0166	0.200796665	-0.584332901	-1.514940989	0.550332966	1.341453231	-0.777936775	0.784627804
sll0169	1.083396582	-1.281496194	-0.299186882	-0.320806806	1.629010362	-0.472992056	-0.337925006
sll0171	-0.976070545	1.234206808	1.464614548	-0.641458808	0.229236096	-0.487687894	-0.822840204
sll0173	0.581083528	0.735805295	-0.758266778	-1.680460994	0.237547939	1.240456386	-0.356165375
sll0174	0.469094825	-0.367020098	-0.726209149	-1.782662721	0.790178779	0.874905795	0.741712569
sll0175	-0.447127479	1.939006702	-0.346723833	-0.010653382	-0.404376672	-1.22817828	0.498052943
sll0176	0.6078385	-0.149027035	-1.113692256	-1.270907142	1.390639975	0.848838415	-0.313690457
sll0177	0.215385583	-0.330358084	-0.493818925	-1.790360331	1.235616643	0.891258971	0.272276142
sll0178	0.051393137	-0.381646621	-0.023240108	-1.906858905	0.528193498	1.33291879	0.399240209
sll0179	0.416763275	0.810970062	1.351234675	-0.069608614	-0.104568349	-1.669038265	-0.735752783
sll0180	-0.669691477	0.547432655	1.568867832	-1.353896686	0.619817143	-0.755905755	0.043376287
sll0188	-0.558869402	-1.05962253	0.538832548	-0.598910935	0.728855267	1.685977033	-0.736261982
sll0189	0.603978792	1.300947216	0.465049135	-0.083374443	-1.283026513	-1.387729066	0.384154878
sll0192	0.006175332	0.771856161	-0.422780942	-2.047993577	0.666589033	0.686774391	0.339379601
sll0195	0.26465774	-0.67765319	-0.932059734	2.061546536	-0.224839438	-0.546341673	0.054689758
sll0198	0.773318087	1.032531744	-1.363967463	0.263903813	0.952128145	-0.579040266	-1.07887406
sll0202	0.951001561	-1.633022528	-0.716418291	0.182424352	0.587111268	-0.504034622	1.13293826
sll0207	0.633417095	-0.831540601	-1.130523663	1.660323228	0.610999533	-0.305616686	-0.637058906
sll0209	0.747137551	-1.567787377	-0.194073473	0.97896504	1.162356328	-0.595759171	-0.530838899
sll0216	0.962903659	0.666685863	-0.952051867	0.351066655	1.103310109	-0.832640677	-1.299273742
sll0218	0.608317314	0.214133269	-0.159353487	-2.109230127	0.819146438	-0.034569015	0.661555608
sll0220	0.149377873	0.086004399	-1.263169869	-1.347850491	0.633058055	1.436504731	0.306075301
sll0221	0.553684279	-0.474556745	-0.773706512	-1.624512586	0.319200769	1.253811482	0.746079313
sll0223	-0.066337967	-0.304932432	0.61188148	-1.659964137	1.58856775	-0.427296204	0.258081509
sll0226	0.065528482	1.037679717	1.209816211	-0.465513936	-1.727882602	0.290781723	-0.410409595
sll0227	-0.970403381	1.279803247	0.088434313	-1.596695465	0.517363244	0.766941098	-0.085443055
sll0228	0.51511986	0.535121288	-0.322839853	-1.162774087	1.331059293	0.505881446	-1.401567947
sll0236	1.306984692	0.419116013	0.964133848	-0.869098178	-0.652826862	-1.397355406	0.229045893
sll0238	0.03560417	1.454994519	-0.387283031	-1.258377452	1.155668831	-0.89529951	-0.105307526
sll0240	-0.030058421	-0.164298052	-0.860494265	-1.564731805	1.436450122	0.691507501	0.49162492
sll0241	1.335956359	0.721173306	-0.10981283	0.317173065	-1.325717512	0.362568835	-1.301341223
sll0242	0.307636293	-0.141424744	-0.655221835	-0.474006081	1.970138968	-1.152701506	0.145578905
sll0244	0.612421373	-1.434248367	-0.387784968	-1.113028174	0.592773767	1.271788944	0.458077425
sll0245	0.165071081	-0.675469798	0.252592343	0.805939944	1.082627032	-1.88808218	0.257321578
sll0248	-0.194464487	1.092528563	-0.998724181	-1.511909387	0.75893302	0.948794278	-0.095157805
sll0249	0.055524455	-1.81529816	-0.118515444	-0.417337922	0.819686033	1.351283899	0.124657139
sll0250	-0.23333437	-0.341466192	-0.199376485	2.247069664	-0.415951304	-0.464031171	-0.592910142
sll0252	0.945273948	-0.967608376	-0.723877708	1.144481708	0.716991825	-1.332347617	0.217086219
sll0253	0.014174978	-0.962992278	-0.363536246	1.988035172	0.504182285	-0.452521454	-0.727342458
sll0254	0.451982078	-0.992409209	0.080076074	-0.738289388	1.845627857	0.243830815	-0.890818226
sll0257	1.0073664	-0.562520816	-0.83773429	1.426316952	-0.297746327	-1.254784492	0.519102573
sll0258	0.501712783	0.304435077	-0.771522649	1.805729555	0.009946726	-1.134662562	-0.715638929
sll0261	0.840606541	-0.755825483	-0.642563414	0.532542349	1.18386863	0.408831506	-1.567460128
sll0262	0.199394535	0.146421511	0.093448488	-2.056981594	1.183879448	-0.101843315	0.535680927
sll0263	0.639207084	-0.859078673	0.854121321	-1.850506016	0.683814048	0.478533827	0.053908408
sll0264	0.257936659	-0.877201656	0.117546945	-1.554732029	0.500622294	1.575426976	-0.019599189
sll0266	-0.170742006	-0.040527668	1.479320094	0.345747041	-0.383579298	-1.789294816	0.559076653
sll0267	0.450636151	-0.816757537	-0.349413245	-1.70300222	0.608899969	0.681910373	1.127726509
sll0270	-0.202961466	1.450753977	1.279091358	-0.113317198	-1.081460097	-0.938444687	-0.393661888
sll0271	-0.520456276	1.666874465	-1.416587987	0.765780776	-0.078096314	-0.572250645	0.154735981
sll0272	0.965786632	-0.036066041	0.169432737	-1.907271457	0.819414249	0.597700945	-0.608997065
sll0273	0.414912021	-1.585146926	0.511578559	1.120562504	0.847663637	-0.321795317	-0.987774479
sll0274	0.410429731	1.517445388	0.837348883	-1.3753544	-0.663677294	-0.703690392	-0.022501916
sll0280	-0.626639869	1.763988685	0.286469936	-1.527065716	0.259537995	-0.110535751	-0.045755281
sll0281	0.680276329	0.112465796	-1.096277811	-1.632150917	1.137538547	0.246890255	0.551257801
sll0282	-0.379943801	0.035055037	-1.320151407	-1.124612211	0.597423443	0.887532524	1.304696416
sll0283	0.397742319	1.174098898	-0.703371146	0.093544433	-1.348329467	1.209818516	-0.823503554
sll0284	0.166323933	-0.659231263	-1.260314702	0.648465005	1.521113587	0.542950052	-0.959306612
sll0286	0.271421287	-0.419439919	-0.776667106	-1.590700337	1.368318821	0.781720134	0.36534712
sll0288	0.406352653	-0.977553061	-0.595137963	-1.300699653	0.606550209	1.536316569	0.324171247
sll0289	0.61744758	0.848875051	1.184793251	0.386992443	-1.391522875	-0.985640657	-0.660944794
sll0290	-0.527802002	-0.147245175	0.720378334	1.352503332	0.842886966	-1.375957031	-0.864764424
sll0293	-0.974373937	0.514322743	0.632687582	-1.809709025	0.617803826	0.833355885	0.185912926
sll0294	0.071410544	-0.23822766	-0.192658639	-1.996298153	0.77028637	0.973848702	0.611638835
sll0295	-0.193116133	-0.475868882	-0.191677956	2.243487401	-0.334099777	-0.475656833	-0.573067819
sll0296	-0.074560084	-0.660838167	-0.849926054	2.169313945	-0.251606365	-0.092396868	-0.239986407
sll0298	0.918367387	0.305982045	-0.47825139	-1.390506138	0.109180384	1.439277184	-0.904049473
sll0301	0.172109677	0.03127055	-1.132301377	1.947093919	0.252442919	-0.747467852	-0.523147835
sll0306	1.074005361	1.57150831	0.201465995	-0.340984382	-0.544819664	-0.986984895	-0.974190726
sll0309	0.740971019	-0.111085083	-0.928305254	-1.576122165	0.861897023	-0.140639689	1.153284149
sll0310	0.047445139	0.420213932	-0.141666463	-1.605614965	-0.254831344	-0.227983508	1.762437209
sll0319	-1.403662112	-0.224396434	1.467189012	-0.01918096	0.396031383	-1.015239771	0.799258882
sll0320	0.425026802	-0.384448463	0.621827691	-0.837261551	-1.211399564	1.731283246	-0.345028161
sll0321	0.467449564	-1.25669698	0.369551062	-1.574726205	0.269869396	0.748255305	0.976297858
sll0322	0.540195859	-0.999198059	0.456677326	-1.579738118	-0.246703462	1.28357762	0.545188835
sll0325	1.434626771	0.558217262	-0.538327358	-1.50754769	0.01520933	-0.71143037	0.749252055
sll0329	0.269703311	-1.410512103	-0.376249733	-1.033075475	0.499914985	0.590774996	1.459444019
sll0335	-0.277578802	-0.637062253	1.577073339	-1.140187631	1.142935311	-0.014486049	-0.650693915
sll0337	0.061910297	-1.57023233	1.721879401	-0.4550186	0.438576655	0.172412968	-0.369528391
sll0350	-0.544677587	-0.462673183	1.39911176	-0.960221551	0.295790258	-0.978351864	1.251022167
sll0355	0.072686127	-0.281858357	-0.011745597	-1.869534701	0.644551315	1.415486916	0.030414296
sll0356	-0.010100112	-1.0802637	0.407153725	-1.469418752	0.110730963	1.474285394	0.567612483
sll0359	0.189162581	-0.221223534	1.234177463	-0.67661644	1.425296311	-0.976110119	-0.974686263
sll0360	0.647649865	0.235905873	0.114398247	-1.541881872	1.194869295	0.539062816	-1.190004224
sll0362	-0.144408289	-1.992938227	-0.29528185	1.074675601	0.318813155	0.768243346	0.270896265
sll0368	0.345136858	1.579645363	-1.405295421	-0.482971207	0.211541676	-0.866311796	0.618254527
sll0369	0.370724538	-0.601520845	-0.707476204	-1.559512224	1.301059642	0.316136246	0.880588847
sll0370	-0.298285412	-0.709518491	-0.501388756	-0.229215015	-0.047906721	-0.43083761	2.217152006
sll0372	0.783328495	-0.695366927	-1.026102136	1.136102155	0.520702519	-1.366773724	0.648109618
sll0373	1.432036905	-1.23890258	-0.497479895	1.20783544	-0.365862489	-0.732311826	0.194684445
sll0374	-0.096436117	-0.270000181	1.300536512	-1.501065377	0.779575386	-0.925715923	0.7131057
sll0376	0.113516444	-0.024656747	-0.309595276	-1.389102293	1.567882439	-0.845600662	0.887556095
sll0377	0.658282213	-1.085337423	0.31757774	-1.584274089	0.179782085	0.209465872	1.304503602
sll0378	0.204522127	-0.65831418	-0.118159849	-1.13104392	-0.517507989	0.244677549	1.975826262
